Complaint Type,Descriptor,calls
Violation of Park Rules,Unlicensed Vendors,6
Violation of Park Rules,Obstructing Public Use,4
Violation of Park Rules,BBQ Outside Authorized Area,3
Violation of Park Rules,Unsafe Use of Playground,3
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,5
Overgrown Tree/Branches,Dead Branches in Tree,1
Overgrown Tree/Branches,Hitting Building,1
Maintenance or Facility,Structure - Outdoors,85
Maintenance or Facility,Garbage or Litter,40
Maintenance or Facility,Structure - Indoors,17
Maintenance or Facility,Grass/Weeds,14
Maintenance or Facility,Hours of Operation,11
Maintenance or Facility,Unsecured Facility,7
Maintenance or Facility,Graffiti or Vandalism,4
Maintenance or Facility,Snow or Ice,3
Maintenance or Facility,Broken Glass,2
Maintenance or Facility,Rodent Sighting,1
Illegal Tree Damage,Roots Damaged,8
Illegal Tree Damage,Branches Damaged,3
Illegal Tree Damage,Unauthorized Tree Removal,3
Illegal Tree Damage,Trunk Damaged,2
Dead Tree,Dead/Dying Tree,1
Damaged Tree,Tree Alive - in Poor Condition,11
Damaged Tree,Branch or Limb Has Fallen Down,9
Damaged Tree,Entire Tree Has Fallen Down,7
Damaged Tree,Branch Cracked and Will Fall,4
Damaged Tree,Tree Leaning/Uprooted,3
DPR Internal,Aided/Injury,2
Animal in a Park,Dog Off Leash,7
Animal in a Park,Animal Waste,5
Animal in a Park,Domestic Strays,2
Animal in a Park,Injured Wildlife,2
Animal in a Park,Removing Wildlife,2
Animal in a Park,Wildlife Sighting,1
